Id,SalePrice
1679,273550.0
1680,173566.0
1681,220259.9
1682,199000.0
1683,173880.0
1684,108325.0
1685,408782.2
1686,103100.0
1687,294175.0
1688,101900.0
1689,122500.0
1690,196650.0
1691,145400.0
1692,384010.0
1693,94140.0
1694,122905.0
1695,209425.0
1696,88640.0
1697,187963.4
1698,200150.0
1699,291599.3
1700,117900.0
1701,292832.4
1702,111990.0
1703,90650.0
1704,121650.0
1705,208468.6
1706,237350.0
1707,129690.0
1708,141300.0
1709,183150.0
1710,257147.0
1711,82100.0
1712,243000.0
1713,172980.0
1714,158750.0
1715,148225.0
1716,230700.0
1717,201475.0
1718,224400.0
1719,221910.0
1720,98100.0
1721,179200.0
1722,316237.0
1723,145150.0
1724,129475.0
1725,72580.0
1726,171640.0
1727,185300.0
1728,169440.0
1729,122650.0
1730,143910.0
1731,248726.0
1732,217500.0
1733,284250.0
1734,151615.0
1735,119000.0
1736,184230.0
1737,216250.7
1738,132650.0
1739,432435.1
1740,203179.0
1741,236626.0
1742,184820.0
1743,218866.0
1744,233786.0
1745,185540.0
1746,159210.0
1747,169300.0
1748,93500.0
1749,123500.0
1750,145702.5
1751,236584.0
1752,128590.0
1753,132200.0
1754,232350.0
1755,155190.0
1756,145725.0
1757,148250.0
1758,222600.0
1759,176680.0
1760,148362.5
1761,157000.0
1762,272700.0
1763,220450.0
1764,142180.0
1765,295589.8
1766,301269.2
1767,229800.0
1768,111250.0
1769,103675.0
1770,373873.9
1771,173420.0
1772,128290.0
1773,115060.0
1774,341400.0
1775,156390.0
1776,186640.0
1777,247790.0
1778,255300.0
1779,287175.0
1780,195849.0
1781,352057.3
1782,341900.0
1783,300400.0
1784,131022.5
1785,255447.0
1786,98685.0
1787,314150.0
1788,148090.0
1789,213650.0
1790,79690.0
1791,128140.0
1792,138850.0
1793,288800.0
1794,199011.5
1795,187500.0
1796,204160.0
1797,370161.7
1798,214600.0
1799,202025.0
1800,144800.0
1801,201590.0
1802,87900.0
1803,90490.0
1804,296646.1
1805,87900.0
1806,144970.0
1807,150000.0
1808,156950.0
1809,165116.5
1810,447759.6
1811,303626.6
1812,206296.5
1813,97685.0
1814,107390.0
1815,141175.0
1816,172070.0
1817,163720.0
1818,137040.0
1819,133175.0
1820,271950.0
1821,151150.0
1822,139150.0
1823,199500.0
1824,107370.0
1825,188700.0
1826,129438.3
1827,162350.0
1828,164700.0
1829,139307.5
1830,161110.0
1831,174080.0
1832,151285.6
1833,119950.0
1834,124470.0
1835,214230.0
1836,63700.0
1837,148300.0
1838,319127.0
1839,386400.8
1840,179990.0
1841,127600.0
1842,187690.0
1843,219879.9
1844,78250.0
1845,238897.0
1846,191730.0
1847,85150.0
1848,138550.0
1849,192700.0
1850,416840.2
1851,118890.0
1852,222025.0
1853,105100.0
1854,92360.0
1855,104850.0
1856,131980.0
1857,122580.0
1858,170150.0
1859,82840.0
1860,225656.5
1861,230600.0
1862,174566.9
1863,109090.0
1864,246200.0
1865,169900.0
1866,155050.0
1867,111150.0
1868,172050.0
1869,266468.6
1870,306975.0
1871,93450.0
1872,144575.0
1873,225426.0
1874,113270.0
1875,231318.0
1876,183693.5
1877,151875.0
1878,235650.0
1879,125750.4
1880,140450.0
1881,198340.0
1882,211600.0
1883,123000.0
1884,319722.7
1885,141225.0
1886,145530.0
1887,273500.0
1888,112654.8
1889,196320.0
1890,170920.0
1891,83680.0
1892,88790.4
1893,124000.0
1894,180500.0
1895,82040.0
1896,204210.0
1897,114240.0
1898,113575.0
1899,82585.0
1900,123450.0
1901,513528.7
1902,130050.0
1903,155140.0
1904,178000.0
1905,216030.0
1906,150695.0
1907,194000.0
1908,210880.0
1909,121450.0
1910,115900.0
1911,113400.0
1912,273349.0
1913,199275.0
1914,220650.0
1915,179800.0
1916,174100.0
1917,102500.0
1918,231800.0
1919,168200.0
1920,112700.0
1921,255841.5
1922,145350.0
1923,95941.5
1924,188960.0
1925,127540.0
1926,193420.0
1927,156529.0
1928,150110.0
1929,253896.3
1930,187900.0
1931,218300.0
1932,223390.0
1933,146800.0
1934,386880.0
1935,256200.0
1936,135050.0
1937,214340.0
1938,397510.4
1939,307550.0
1940,109527.6
1941,334500.0
1942,356842.6
1943,166700.0
1944,164350.0
1945,130860.0
1946,142900.0
1947,151280.0
1948,173350.0
1949,162650.0
1950,85690.0
1951,111550.0
1952,142300.0
1953,175504.0
1954,157650.0
1955,97510.0
1956,50110.0
1957,380100.0
1958,177750.0
1959,130000.0
1960,115875.0
1961,108050.0
1962,223497.5
1963,142300.0
1964,259290.0
1965,146200.0
1966,127550.0
1967,204510.0
1968,203178.0
1969,161000.0
1970,127460.0
1971,156385.0
1972,202632.0
1973,127590.0
1974,142850.0
1975,91631.1
1976,392289.7
1977,161090.0
1978,272400.0
1979,203425.0
1980,228890.0
1981,102350.0
1982,153350.0
1983,154550.0
1984,214775.0
1985,294740.0
1986,178600.0
1987,133950.0
1988,453204.0
1989,82150.0
1990,211521.4
1991,180410.0
1992,123050.0
1993,106230.0
1994,40072.2
1995,183750.0
1996,107150.0
1997,194400.0
1998,112050.0
1999,153700.0
2000,273400.0
2001,322806.1
2002,256900.0
2003,219310.0
2004,135930.0
2005,181469.0
2006,235300.0
2007,207150.0
2008,127540.0
2009,124050.0
2010,247650.0
2011,138500.0
2012,111630.0
2013,260816.3
2014,105690.0
2015,262425.0
2016,111225.0
2017,137550.0
2018,109450.0
2019,175440.0
2020,222948.0
2021,144500.0
2022,167000.0
2023,117150.0
2024,187500.0
2025,262860.0
2026,129490.0
2027,363739.2
2028,214890.0
2029,316660.0
2030,138872.0
2031,148350.0
2032,123930.0
2033,221680.0
2034,171480.0
2035,127490.0
2036,116350.0
2037,143690.0
2038,166650.0
2039,146050.0
2040,136370.0
2041,180320.0
2042,261055.1
2043,117400.0
2044,347125.0
2045,135193.4
2046,363492.4
2047,122790.0
2048,134796.0
2049,158820.0
2050,87500.0
2051,184140.0
2052,444992.6
2053,137540.0
2054,143930.0
2055,114190.0
2056,323850.0
2057,114303.2
2058,188620.6
2059,213950.0
2060,152500.0
2061,265244.3
2062,130300.0
2063,234400.0
2064,153940.0
2065,222117.0
2066,210750.0
2067,150800.0
2068,201850.0
2069,344000.0
2070,120070.0
2071,317942.6
2072,148925.0
2073,242550.0
2074,139925.0
2075,81900.0
2076,139310.0
2077,181270.0
2078,110270.0
2079,308433.5
2080,314000.0
2081,71040.0
2082,235850.0
2083,136400.0
2084,170200.0
2085,165990.0
2086,143385.0
2087,137370.0
2088,154800.0
2089,167840.0
2090,159200.0
2091,113500.0
2092,215690.0
2093,137299.0
2094,136760.0
2095,141800.0
2096,205600.0
2097,68840.0
2098,112880.0
2099,90590.0
2100,272582.7
2101,270150.0
2102,226900.0
2103,349000.0
2104,155850.0
2105,364431.8
2106,138490.0
2107,101780.0
2108,141880.0
2109,150800.0
2110,85650.0
2111,199960.0
2112,114550.0
2113,192630.0
2114,134850.0
2115,359491.4
2116,90850.0
2117,143295.0
2118,156050.0
2119,125295.3
2120,162880.0
2121,208390.0
2122,395900.0
2123,128450.0
2124,135950.0
2125,376312.4
2126,236490.0
2127,140600.0
2128,196800.0
2129,169540.0
2130,125800.0
2131,173629.0
2132,103500.0
2133,163575.0
2134,232600.0
2135,144180.0
2136,154650.0
2137,107540.0
2138,108050.0
2139,336546.3
2140,131150.0
2141,132460.0
2142,151394.3
2143,171500.0
2144,293800.0
2145,227690.0
2146,207750.0
2147,219837.5
2148,156590.0
2149,355950.0
2150,187417.9
2151,143860.0
2152,647164.1
2153,326300.0
2154,108990.0
2155,147757.5
2156,168150.0
2157,98550.0
2158,121247.5
2159,136750.0
2160,198050.0
2161,324100.0
2162,146400.0
2163,358935.2
2164,133000.0
2165,218981.8
2166,67200.0
2167,305300.0
2168,236650.0
2169,175076.5
2170,113440.0
2171,61390.0
2172,104794.0
2173,195750.0
2174,126700.0
2175,159400.0
2176,162150.0
2177,166950.0
2178,162550.0
2179,301730.0
2180,131450.0
2181,278300.0
2182,143180.0
2183,120850.0
2184,135050.8
2185,321050.0
2186,120250.0
2187,225247.0
2188,192840.0
2189,125160.0
2190,103100.0
2191,262040.0
2192,184450.0
2193,234900.0
2194,131435.0
2195,111675.0
2196,157340.0
2197,97530.0
2198,243963.2
2199,165290.0
2200,197140.0
2201,127700.0
2202,135060.0
2203,181000.0
2204,171600.0
2205,191300.0
2206,317151.9
2207,230550.0
2208,275937.4
2209,248580.0
2210,103585.8
2211,92650.0
2212,166690.0
2213,206795.0
2214,271040.0
2215,144840.0
2216,170100.0
2217,229903.2
2218,159095.0
2219,180300.0
2220,289654.3
2221,127100.0
2222,110440.0
2223,207780.0
2224,327600.0
2225,269180.0
2226,270892.4
2227,202890.0
2228,169850.0
2229,219319.6
2230,486874.0
2231,137440.0
2232,105350.0
2233,126275.0
2234,121350.0
2235,344390.0
2236,161790.0
2237,229828.4
2238,137040.0
2239,135786.4
2240,137400.0
2241,178250.0
2242,178870.0
2243,191790.0
2244,160600.0
2245,132485.4
2246,161600.0
2247,141550.0
2248,234700.0
2249,112220.8
2250,209050.0
2251,159379.5
2252,148180.0
2253,272911.0
2254,231050.0
2255,196700.0
2256,164500.0
2257,137745.0
2258,114540.0
2259,503586.6
2260,164490.0
2261,202250.0
2262,111330.0
2263,182937.5
2264,543779.2
2265,122300.0
2266,230476.0
2267,131670.0
2268,214700.0
2269,154045.0
2270,109540.0
2271,173490.0
2272,147690.0
2273,69275.1
2274,150560.0
2275,119590.4
2276,232370.0
2277,135030.0
2278,272690.0
2279,148380.0
2280,219150.0
2281,185990.0
2282,92150.0
2283,215100.0
2284,135140.0
2285,237170.0
2286,407253.5
2287,115050.0
2288,188460.0
2289,187750.0
2290,149160.0
2291,163650.0
2292,150280.0
2293,228590.0
2294,165440.0
2295,140845.0
2296,128235.0
2297,144475.0
2298,93680.0
2299,147299.0
2300,128850.0
2301,143700.0
2302,139650.0
2303,161640.0
2304,132000.0
2305,155490.0
2306,176480.0
2307,202990.0
2308,133100.0
2309,228757.5
2310,180500.0
2311,135690.0
2312,219150.0
2313,164790.0
2314,157990.0
2315,168700.0
2316,129450.0
2317,146300.0
2318,173550.0
2319,152950.0
2320,230280.0
2321,165180.0
2322,118625.0
2323,142520.0
2324,133850.0
2325,245536.1
2326,143085.0
2327,249419.3
2328,133690.0
2329,160590.0
2330,241229.0
2331,106040.0
2332,197475.0
2333,113620.0
2334,124650.0
2335,73400.0
2336,320938.9
2337,137295.0
2338,353678.0
2339,147540.0
2340,135850.0
2341,147500.0
2342,188500.0
2343,178100.0
2344,117750.0
2345,110500.0
2346,338090.0
2347,157800.0
2348,132800.0
2349,264400.0
2350,157700.0
2351,114800.0
2352,171000.0
2353,153450.0
2354,166970.0
2355,122281.2
2356,153190.0
2357,107590.0
2358,134089.7
2359,572242.7
2360,138405.0
2361,115350.0
2362,150300.0
2363,182350.0
2364,239500.0
2365,126650.0
2366,129440.0
2367,255381.3
2368,262687.2
2369,131700.0
2370,174490.0
2371,157840.0
2372,151535.0
2373,96340.0
2374,143600.0
2375,159563.1
2376,85990.0
2377,48907.7
2378,137100.0
2379,243728.0
2380,177150.0
2381,199550.0
2382,171110.0
2383,180614.0
2384,189890.0
2385,191890.0
2386,172100.0
2387,291209.0
2388,221150.0
2389,254809.0
2390,226190.0
2391,206623.0
2392,121690.0
2393,293406.9
2394,208040.0
2395,237700.0
2396,83280.0
2397,183215.0
2398,262750.0
2399,244263.1
2400,255650.0
2401,162520.0
2402,219790.0
2403,156095.0
2404,141753.2
2405,134350.0
2406,131120.0
2407,143350.0
2408,274800.0
2409,202560.0
2410,178783.2
2411,128600.0
2412,123030.0
2413,134440.0
2414,166400.0
2415,125500.0
2416,153400.0
2417,138088.3
2418,132525.0
2419,184600.0
2420,163730.0
2421,118050.0
2422,260200.0
2423,156030.0
2424,266048.7
2425,216360.0
2426,174512.5
2427,132900.0
2428,134312.5
2429,51280.0
2430,133200.0
2431,135000.0
2432,169816.5
2433,110450.0
2434,216958.0
2435,186138.0
2436,164540.0
2437,84940.0
2438,198653.9
2439,110540.8
2440,139640.0
2441,187890.0
2442,331400.0
2443,162045.5
2444,257430.0
2445,117475.8
2446,127200.0
2447,122045.0
2448,411778.7
2449,199130.0
2450,196910.0
2451,328575.0
2452,179750.0
2453,183260.0
2454,176889.0
2455,341148.7
2456,121380.0
2457,137930.0
2458,175830.0
2459,93830.0
2460,202450.0
2461,81150.0
2462,78631.1
2463,234812.8
2464,136943.0
2465,189838.0
2466,144860.0
2467,159240.0
2468,86800.0
2469,250733.5
2470,115850.0
2471,124950.0
2472,110950.0
2473,156545.0
2474,92910.0
2475,115070.0
2476,220810.0
2477,208300.0
2478,221600.0
2479,165494.0
2480,208992.0
2481,166800.0
2482,195250.0
2483,99050.0
2484,196498.0
2485,335375.6
2486,117115.0
2487,162550.0
2488,305583.4
2489,114200.0
2490,114150.0
2491,150300.0
2492,224400.0
2493,317480.0
2494,226790.0
2495,116525.0
2496,85550.0
2497,321350.0
2498,269150.0
2499,91280.0
2500,81750.0
2501,167265.0
2502,173800.0
2503,188150.0
2504,259268.0
2505,300800.0
2506,144435.8
2507,519452.7
2508,140800.0
2509,131185.8
2510,91610.0
2511,184813.9
2512,188403.1
2513,172300.0
2514,147250.0
2515,264200.0
2516,177940.0
2517,190080.0
2518,236922.5
2519,331980.0
2520,212590.0
2521,209245.6
2522,80250.0
2523,97000.0
2524,113040.0
2525,153450.0
2526,282750.0
2527,176600.0
2528,170130.0
2529,182240.0
2530,131700.0
2531,136000.0
2532,158700.0
2533,121500.0
2534,154890.0
2535,194250.0
2536,213170.0
2537,174400.0
2538,144555.0
2539,155210.0
2540,131180.2
2541,147290.0
2542,133200.0
2543,186100.0
2544,155450.0
2545,183370.0
2546,144640.0
2547,86400.0
2548,255756.5
2549,134500.0
2550,212650.0
2551,91810.0
2552,162020.0
2553,155495.0
2554,145900.0
2555,124025.0
2556,178848.2
2557,119300.0
2558,175700.0
2559,121600.0
2560,162350.0
2561,62420.0
2562,120920.0
2563,139585.0
2564,150200.0
2565,117140.0
2566,331750.0
2567,181309.0
2568,264991.8
2569,178630.0
2570,279440.0
2571,185475.0
2572,204870.0
2573,127630.0
2574,132270.0
2575,121840.0
2576,312829.4
2577,187970.0
2578,135840.0
2579,146000.0
2580,130570.0
2581,115280.0
2582,214927.0
2583,108000.8
2584,112440.0
2585,164640.0
2586,115240.0
2587,190550.0
2588,254150.0
2589,236397.0
2590,140400.0
2591,144500.0
2592,101750.0
2593,129350.0
2594,237493.5
2595,175650.0
2596,104175.0
2597,118950.0
2598,92640.0
2599,188490.0
2600,139655.0
2601,134440.0
2602,170610.0
2603,398675.9
2604,93400.0
2605,88660.0
2606,144640.0
2607,176990.0
2608,172850.0
2609,126250.0
2610,149650.0
2611,115508.3
2612,173790.0
2613,215600.0
2614,120650.0
2615,204417.5
2616,199120.0
2617,169930.0
2618,227866.0
2619,243065.9
2620,186890.0
2621,150800.0
2622,213150.0
2623,132170.0
2624,126713.6
2625,189250.0
2626,235269.0
2627,241235.0
2628,173800.0
2629,234550.0
2630,609164.1
2631,162800.0
2632,161100.0
2633,168203.5
2634,188050.0
2635,236700.0
2636,315633.7
2637,119950.0
2638,111930.0
2639,142180.0
2640,96740.0
2641,255197.9
2642,369000.0
2643,724300.0
2644,127195.0
2645,187715.0
2646,108370.0
2647,106100.0
2648,269700.0
2649,186490.0
2650,199650.0
2651,174300.0
2652,173000.0
2653,128700.0
2654,163570.0
2655,135550.0
2656,173910.0
2657,221999.7
2658,143350.0
2659,179650.0
2660,148980.0
2661,116775.0
2662,205120.0
2663,122725.0
2664,217300.0
2665,148430.0
2666,264078.0
2667,110200.0
2668,200300.0
2669,136695.0
2670,290307.7
2671,189300.0
2672,193340.0
2673,107030.0
2674,127345.0
2675,136040.0
2676,124000.0
2677,124330.0
2678,273775.9
2679,86350.0
2680,90600.0
2681,114940.0
2682,132435.0
2683,146700.0
2684,144720.0
2685,183600.0
2686,135040.0
2687,204590.0
2688,141710.0
2689,358174.9
2690,134040.0
2691,188350.0
2692,137045.0
2693,102870.0
2694,147250.0
2695,133264.0
2696,151654.8
2697,174790.0
2698,197100.0
2699,154470.0
2700,253220.0
2701,220570.0
2702,247104.6
2703,170480.0
2704,447080.9
2705,221600.0
2706,179950.0
2707,185533.5
2708,158400.0
2709,157950.0
2710,120550.0
2711,250279.0
2712,183893.0
2713,125750.0
2714,286150.0
2715,175840.0
2716,128640.0
2717,308440.0
2718,100230.0
2719,182400.0
2720,147250.0
2721,191511.0
2722,131290.0
2723,154010.0
2724,189300.0
2725,182150.0
2726,179060.0
2727,140650.0
2728,374620.0
2729,378464.3
2730,140780.0
2731,244950.0
2732,177925.0
2733,135700.0
2734,158020.0
2735,129450.0
2736,130900.0
2737,161100.0
2738,192120.0
2739,237500.0
2740,78520.0
2741,225247.8
2742,180500.0
2743,145350.0
2744,144150.0
2745,149757.5
2746,136500.0
2747,146320.0
2748,189550.0
2749,273537.2
2750,280800.0
2751,170995.0
2752,110490.0
2753,116600.0
2754,169075.0
2755,116100.0
2756,143050.0
2757,151445.0
2758,142900.0
2759,197450.0
2760,155050.0
2761,215100.0
2762,182300.0
2763,293854.3
2764,233400.0
2765,130750.0
2766,330250.0
2767,201883.0
2768,140025.0
2769,145340.0
2770,176890.0
2771,333500.0
2772,196400.0
2773,325401.7
2774,349034.4
2775,115150.8
2776,198940.0
2777,268480.8
2778,205282.9
2779,273349.3
2780,118200.0
2781,158700.0
2782,72130.0
2783,205369.0
2784,85500.0
2785,193440.0
2786,68440.0
2787,76600.0
2788,126240.0
2789,237750.0
2790,175854.0
2791,245118.0
2792,137410.0
2793,106740.0
2794,127190.0
2795,125900.0
2796,162840.0
2797,135900.0
2798,61450.0
2799,205990.0
2800,129400.0
2801,114800.0
2802,160500.0
2803,246290.0
2804,172090.0
2805,165049.0
2806,101600.0
2807,261728.0
2808,264174.1
2809,218600.0
2810,157150.0
2811,193890.0
2812,174490.0
2813,120025.0
2814,372510.0
2815,232600.0
2816,194880.0
2817,112650.0
2818,149125.0
2819,173830.0
2820,329865.4
2821,160622.2
2822,247400.0
2823,111880.0
2824,158303.1
2825,145846.4
2826,208537.5
2827,199537.5
2828,139240.0
2829,143990.0
2830,233150.0
2831,110840.0
2832,164150.0
2833,263550.0
2834,433841.8
2835,246800.0
2836,249496.3
2837,89850.0
2838,138550.0
2839,89250.0
2840,162240.5
2841,69350.0
2842,236500.0
2843,153050.0
2844,135290.0
2845,107400.0
2846,120727.6
2847,244700.0
2848,146440.0
2849,366742.6
2850,126600.0
2851,235840.0
2852,123196.4
2853,120478.3
2854,166940.0
2855,226344.6
2856,305649.5
2857,153250.0
2858,138250.0
2859,137500.0
2860,139770.0
2861,118770.0
2862,185850.0
2863,194638.7
2864,274643.9
2865,99700.0
2866,267150.0
2867,131590.0
2868,115910.0
2869,114540.0
2870,223378.0
2871,227450.0
2872,139700.0
2873,88760.0
2874,256650.0
2875,190252.5
2876,191840.0
2877,120250.0
2878,323887.0
2879,129240.0
2880,220200.0
2881,175230.0
2882,128750.0
2883,140070.0
2884,251576.0
2885,143600.0
2886,147790.0
2887,257143.6
2888,140900.0
2889,118930.0
2890,176780.0
2891,189912.0
2892,140050.0
2893,71600.0
2894,188500.0
2895,160640.0
2896,171840.0
2897,119775.0
2898,374020.2
2899,154480.0
2900,189900.0
2901,181150.0
2902,147180.0
2903,319100.0
2904,110700.0
2905,182910.0
2906,116938.3
2907,155770.0
2908,280850.0
2909,112590.0
2910,90100.0
2911,130990.0
2912,291027.4
2913,145100.0
2914,91750.0
2915,184250.0
2916,175850.0
2917,203390.0
2918,262550.0
2919,140812.5
